Transaction_ID,Passenger_ID,Date_of_Purchase,Time_of_Purchase,Purchase_Type,Payment_Method,Price
12434,12434,2/10/2024,52:46.0,Station,Credit Card,65
12435,12435,2/10/2024,56:58.0,Online,Contactless,16
12436,12436,2/10/2024,59:47.0,Online,Contactless,2
12437,12437,2/10/2024,05:51.0,Station,Debit Card,50
12438,12438,2/10/2024,08:14.0,Station,Debit Card,50
12439,12439,2/10/2024,09:53.0,Station,Debit Card,50
12440,12440,2/10/2024,13:26.0,Online,Credit Card,2
12441,12441,2/10/2024,13:42.0,Station,Debit Card,50
12442,12442,2/10/2024,31:31.0,Online,Credit Card,35
12443,12443,2/10/2024,35:07.0,Online,Credit Card,52
12444,12444,2/10/2024,35:23.0,Station,Credit Card,72
12445,12445,2/10/2024,35:23.0,Online,Credit Card,52
12446,12446,2/10/2024,36:56.0,Online,Credit Card,5
12447,12447,2/10/2024,42:48.0,Online,Contactless,35
12448,12448,2/10/2024,44:05.0,Station,Credit Card,8
12449,12449,2/10/2024,46:49.0,Station,Contactless,3
12450,12450,2/10/2024,46:54.0,Online,Credit Card,23
12451,12451,2/10/2024,51:03.0,Online,Credit Card,35
12452,12452,2/10/2024,53:56.0,Online,Contactless,3
12453,12453,2/10/2024,54:02.0,Online,Credit Card,13
12454,12454,2/10/2024,56:30.0,Online,Credit Card,35
12455,12455,2/10/2024,59:29.0,Online,Credit Card,4
12456,12456,2/10/2024,15:09.0,Online,Contactless,3
12457,12457,2/10/2024,16:54.0,Station,Credit Card,7
12458,12458,2/10/2024,22:04.0,Station,Debit Card,8
12459,12459,2/10/2024,26:33.0,Online,Credit Card,16
12460,12460,2/10/2024,30:51.0,Online,Credit Card,2
12461,12461,2/10/2024,33:54.0,Station,Credit Card,3
12462,12462,2/10/2024,34:25.0,Online,Credit Card,2
12463,12463,2/10/2024,34:41.0,Online,Credit Card,16
12464,12464,2/10/2024,34:49.0,Station,Credit Card,3
12465,12465,2/10/2024,43:37.0,Station,Credit Card,5
12466,12466,2/10/2024,44:53.0,Station,Credit Card,3
12467,12467,2/10/2024,02:43.0,Online,Credit Card,2
12468,12468,2/10/2024,06:40.0,Station,Credit Card,19
12469,12469,2/10/2024,15:41.0,Online,Credit Card,27
12470,12470,2/10/2024,16:10.0,Online,Credit Card,5
12471,12471,2/10/2024,22:46.0,Online,Credit Card,8
12472,12472,2/10/2024,25:22.0,Online,Credit Card,3
12473,12473,2/10/2024,25:33.0,Online,Contactless,3
12474,12474,2/10/2024,25:46.0,Station,Contactless,35
12475,12475,2/10/2024,27:34.0,Online,Credit Card,13
12476,12476,2/10/2024,29:06.0,Online,Debit Card,3
12477,12477,2/10/2024,29:45.0,Online,Credit Card,8
12478,12478,2/10/2024,29:59.0,Station,Contactless,35
12479,12479,2/10/2024,30:11.0,Station,Contactless,35
12480,12480,2/10/2024,32:50.0,Station,Credit Card,10
12481,12481,2/10/2024,33:16.0,Station,Contactless,35
12482,12482,2/10/2024,33:56.0,Station,Credit Card,48
12483,12483,2/10/2024,35:54.0,Station,Credit Card,8
12484,12484,2/10/2024,38:38.0,Station,Credit Card,8
12485,12485,2/10/2024,38:47.0,Station,Credit Card,54
12486,12486,2/10/2024,47:56.0,Station,Credit Card,3
12487,12487,2/10/2024,49:47.0,Station,Credit Card,3
12488,12488,2/10/2024,59:48.0,Station,Contactless,10
12489,12489,2/10/2024,25:45.0,Online,Credit Card,3
12490,12490,2/10/2024,32:20.0,Station,Credit Card,13
12491,12491,2/10/2024,41:11.0,Online,Credit Card,8
12492,12492,2/10/2024,45:10.0,Online,Credit Card,72
12493,12493,2/10/2024,57:04.0,Online,Contactless,72
12494,12494,2/10/2024,59:35.0,Station,Credit Card,54
12495,12495,2/10/2024,07:50.0,Station,Contactless,3
12496,12496,2/10/2024,13:05.0,Online,Contactless,7
12497,12497,2/10/2024,13:16.0,Online,Contactless,8
12498,12498,2/10/2024,41:26.0,Online,Credit Card,2
12499,12499,2/10/2024,49:57.0,Online,Credit Card,8
12500,12500,2/10/2024,50:59.0,Online,Credit Card,8
12501,12501,2/10/2024,01:48.0,Online,Contactless,35
12502,12502,2/10/2024,07:34.0,Station,Credit Card,7
12503,12503,2/10/2024,08:10.0,Station,Credit Card,7
12504,12504,2/10/2024,10:13.0,Station,Credit Card,7
12505,12505,2/10/2024,24:48.0,Online,Contactless,7
12506,12506,2/10/2024,34:50.0,Online,Contactless,7
12507,12507,2/10/2024,36:19.0,Online,Contactless,7
12508,12508,2/10/2024,36:47.0,Station,Contactless,8
12509,12509,2/10/2024,41:53.0,Station,Contactless,35
12510,12510,2/10/2024,48:46.0,Station,Credit Card,35
12511,12511,2/11/2024,05:09.0,Online,Credit Card,19
12512,12512,2/11/2024,06:36.0,Station,Credit Card,2
12513,12513,2/11/2024,07:36.0,Online,Contactless,4
12514,12514,2/11/2024,31:29.0,Station,Credit Card,13
12515,12515,2/11/2024,41:10.0,Station,Credit Card,5
12516,12516,2/11/2024,44:08.0,Online,Credit Card,13
12517,12517,2/11/2024,03:56.0,Online,Contactless,107
12518,12518,2/11/2024,04:28.0,Station,Credit Card,8
12519,12519,2/11/2024,16:53.0,Online,Contactless,35
12520,12520,2/11/2024,24:42.0,Online,Contactless,5
12521,12521,2/11/2024,31:49.0,Online,Credit Card,53
12522,12522,2/11/2024,33:54.0,Station,Credit Card,13
12523,12523,2/11/2024,35:32.0,Online,Credit Card,5
12524,12524,2/11/2024,43:16.0,Station,Contactless,84
12525,12525,2/11/2024,55:08.0,Online,Contactless,3
12526,12526,2/11/2024,04:04.0,Station,Contactless,35
12527,12527,2/11/2024,06:32.0,Online,Credit Card,3
12528,12528,2/11/2024,08:37.0,Station,Credit Card,3
12529,12529,2/11/2024,14:53.0,Station,Credit Card,3
12530,12530,2/11/2024,23:01.0,Online,Contactless,10
12531,12531,2/11/2024,29:39.0,Station,Credit Card,3
12532,12532,2/11/2024,52:36.0,Station,Contactless,7
12533,12533,2/11/2024,06:14.0,Online,Contactless,53
12534,12534,2/11/2024,07:44.0,Online,Credit Card,33
12535,12535,2/11/2024,23:50.0,Station,Credit Card,50
12536,12536,2/11/2024,25:21.0,Station,Credit Card,8
12537,12537,2/11/2024,30:50.0,Online,Credit Card,12
12538,12538,2/11/2024,39:45.0,Online,Credit Card,12
12539,12539,2/11/2024,41:06.0,Online,Credit Card,10
12540,12540,2/11/2024,48:13.0,Online,Credit Card,7
12541,12541,2/11/2024,49:54.0,Station,Credit Card,3
12542,12542,2/11/2024,50:35.0,Online,Contactless,10
12543,12543,2/11/2024,51:14.0,Station,Credit Card,4
12544,12544,2/11/2024,53:39.0,Online,Credit Card,7
12545,12545,2/11/2024,54:54.0,Online,Credit Card,52
12546,12546,2/11/2024,56:14.0,Online,Contactless,8
12547,12547,2/11/2024,59:01.0,Online,Credit Card,7
12548,12548,2/11/2024,28:18.0,Online,Credit Card,4
12549,12549,2/11/2024,39:24.0,Online,Contactless,4
12550,12550,2/11/2024,47:00.0,Online,Credit Card,3
12551,12551,2/11/2024,48:01.0,Online,Credit Card,2
12552,12552,2/11/2024,50:53.0,Online,Credit Card,53
12553,12553,2/11/2024,53:49.0,Station,Credit Card,8
12554,12554,2/11/2024,54:29.0,Station,Contactless,53
12555,12555,2/11/2024,56:05.0,Online,Debit Card,35
12556,12556,2/11/2024,00:57.0,Online,Credit Card,10
12557,12557,2/11/2024,01:39.0,Online,Credit Card,22
12558,12558,2/11/2024,14:50.0,Online,Credit Card,22
12559,12559,2/11/2024,21:56.0,Online,Contactless,39
12560,12560,2/11/2024,23:21.0,Online,Contactless,52
12561,12561,2/11/2024,30:35.0,Station,Credit Card,4
12562,12562,2/11/2024,31:21.0,Online,Credit Card,19
12563,12563,2/11/2024,58:37.0,Online,Contactless,10
12564,12564,2/11/2024,01:45.0,Station,Contactless,8
12565,12565,2/11/2024,02:28.0,Online,Credit Card,50
12566,12566,2/11/2024,07:59.0,Online,Credit Card,53
12567,12567,2/11/2024,10:13.0,Online,Credit Card,53
12568,12568,2/11/2024,11:13.0,Online,Contactless,3
12569,12569,2/11/2024,11:18.0,Online,Credit Card,8
12570,12570,2/11/2024,12:33.0,Station,Contactless,8
12571,12571,2/11/2024,13:10.0,Online,Credit Card,53
12572,12572,2/11/2024,15:08.0,Online,Contactless,35
12573,12573,2/11/2024,20:50.0,Online,Contactless,35
12574,12574,2/11/2024,24:37.0,Online,Contactless,53
12575,12575,2/11/2024,29:57.0,Online,Credit Card,14
12576,12576,2/11/2024,33:28.0,Station,Contactless,10
12577,12577,2/11/2024,33:40.0,Station,Contactless,57
12578,12578,2/11/2024,34:37.0,Online,Contactless,35
12579,12579,2/11/2024,52:04.0,Online,Contactless,7
12580,12580,2/11/2024,10:11.0,Station,Credit Card,3
12581,12581,2/11/2024,24:39.0,Online,Credit Card,8
12582,12582,2/11/2024,25:54.0,Online,Credit Card,47
12583,12583,2/11/2024,26:54.0,Online,Credit Card,41
12584,12584,2/11/2024,28:10.0,Online,Credit Card,53
12585,12585,2/11/2024,30:52.0,Online,Contactless,19
12586,12586,2/11/2024,32:38.0,Online,Credit Card,10
12587,12587,2/11/2024,35:54.0,Online,Contactless,19
12588,12588,2/11/2024,39:06.0,Online,Contactless,3
12589,12589,2/11/2024,40:04.0,Online,Contactless,3
12590,12590,2/11/2024,41:10.0,Online,Credit Card,2
12591,12591,2/11/2024,41:33.0,Online,Contactless,3
12592,12592,2/11/2024,43:20.0,Station,Contactless,11
12593,12593,2/11/2024,47:31.0,Online,Contactless,23
12594,12594,2/11/2024,48:46.0,Station,Contactless,35
12595,12595,2/11/2024,50:31.0,Station,Contactless,35
12596,12596,2/11/2024,54:34.0,Online,Debit Card,8
12597,12597,2/11/2024,55:26.0,Station,Contactless,35
12598,12598,2/11/2024,58:36.0,Online,Credit Card,7
12599,12599,2/11/2024,58:41.0,Online,Debit Card,8
12600,12600,2/11/2024,59:37.0,Online,Debit Card,35
12601,12601,2/11/2024,59:45.0,Station,Contactless,35
12602,12602,2/11/2024,59:54.0,Online,Credit Card,2
12603,12603,2/11/2024,00:20.0,Station,Credit Card,54
12604,12604,2/11/2024,04:56.0,Online,Credit Card,35
12605,12605,2/11/2024,05:28.0,Online,Credit Card,4
12606,12606,2/11/2024,06:00.0,Online,Credit Card,4
12607,12607,2/11/2024,07:07.0,Online,Contactless,8
12608,12608,2/11/2024,07:58.0,Online,Credit Card,4
12609,12609,2/11/2024,08:17.0,Online,Credit Card,7
12610,12610,2/11/2024,08:19.0,Online,Credit Card,39
12611,12611,2/11/2024,08:38.0,Online,Credit Card,15
12612,12612,2/11/2024,10:07.0,Online,Credit Card,4
12613,12613,2/11/2024,10:10.0,Online,Credit Card,15
12614,12614,2/11/2024,10:36.0,Online,Credit Card,15
12615,12615,2/11/2024,10:48.0,Station,Credit Card,72
12616,12616,2/11/2024,11:55.0,Online,Credit Card,4
12617,12617,2/11/2024,12:38.0,Online,Credit Card,5
12618,12618,2/11/2024,15:01.0,Online,Contactless,10
12619,12619,2/11/2024,15:57.0,Station,Credit Card,3
12620,12620,2/11/2024,16:53.0,Online,Credit Card,13
12621,12621,2/11/2024,18:11.0,Online,Contactless,8
12622,12622,2/11/2024,18:38.0,Online,Credit Card,13
12623,12623,2/11/2024,18:41.0,Online,Contactless,8
12624,12624,2/11/2024,18:56.0,Online,Credit Card,10
12625,12625,2/11/2024,19:48.0,Station,Credit Card,13
12626,12626,2/11/2024,20:27.0,Online,Credit Card,18
12627,12627,2/11/2024,20:58.0,Online,Credit Card,13
12628,12628,2/11/2024,22:16.0,Online,Credit Card,35
12629,12629,2/11/2024,23:06.0,Station,Credit Card,3
12630,12630,2/11/2024,23:32.0,Online,Credit Card,18
12631,12631,2/11/2024,23:39.0,Station,Credit Card,35
12632,12632,2/11/2024,23:51.0,Online,Credit Card,13
12633,12633,2/11/2024,26:25.0,Online,Credit Card,35
12634,12634,2/11/2024,27:42.0,Online,Contactless,13
12635,12635,2/11/2024,38:31.0,Online,Credit Card,13
12636,12636,2/11/2024,48:09.0,Online,Debit Card,35
12637,12637,2/11/2024,49:25.0,Station,Contactless,2
12638,12638,2/11/2024,53:16.0,Online,Contactless,3
12639,12639,2/11/2024,56:48.0,Online,Contactless,8
12640,12640,2/11/2024,00:14.0,Online,Credit Card,38
12641,12641,2/11/2024,01:09.0,Online,Credit Card,9
12642,12642,2/11/2024,02:30.0,Online,Credit Card,11
12643,12643,2/11/2024,04:53.0,Online,Credit Card,35
12644,12644,2/11/2024,05:04.0,Online,Credit Card,47
12645,12645,2/11/2024,08:08.0,Online,Credit Card,9
12646,12646,2/11/2024,10:32.0,Online,Credit Card,9
12647,12647,2/11/2024,12:28.0,Online,Credit Card,35
12648,12648,2/11/2024,25:00.0,Station,Credit Card,5
12649,12649,2/11/2024,31:25.0,Station,Credit Card,118
12650,12650,2/11/2024,32:02.0,Station,Contactless,10
12651,12651,2/11/2024,32:38.0,Online,Contactless,13
12652,12652,2/11/2024,35:10.0,Station,Credit Card,76
12653,12653,2/11/2024,37:55.0,Station,Credit Card,76
12654,12654,2/11/2024,42:48.0,Station,Credit Card,76
12655,12655,2/11/2024,43:20.0,Online,Contactless,6
12656,12656,2/11/2024,44:16.0,Online,Credit Card,48
12657,12657,2/11/2024,44:33.0,Station,Credit Card,76
12658,12658,2/11/2024,48:21.0,Online,Credit Card,5
12659,12659,2/11/2024,54:27.0,Online,Contactless,10
12660,12660,2/11/2024,55:18.0,Online,Credit Card,3
12661,12661,2/11/2024,57:38.0,Online,Credit Card,5
12662,12662,2/11/2024,58:34.0,Station,Credit Card,4
12663,12663,2/11/2024,23:54.0,Online,Credit Card,8
12664,12664,2/11/2024,24:20.0,Online,Contactless,3
12665,12665,2/11/2024,25:41.0,Station,Contactless,77
12666,12666,2/11/2024,26:15.0,Station,Contactless,4
12667,12667,2/11/2024,27:21.0,Online,Contactless,13
12668,12668,2/11/2024,31:15.0,Station,Contactless,3
12669,12669,2/11/2024,31:41.0,Online,Contactless,3
12670,12670,2/11/2024,33:06.0,Online,Contactless,5
12671,12671,2/11/2024,33:41.0,Online,Contactless,13
12672,12672,2/11/2024,34:30.0,Online,Contactless,27
12673,12673,2/11/2024,35:14.0,Online,Contactless,13
12674,12674,2/11/2024,36:05.0,Online,Contactless,27
12675,12675,2/11/2024,36:07.0,Online,Credit Card,57
12676,12676,2/11/2024,36:27.0,Station,Credit Card,3
12677,12677,2/11/2024,36:30.0,Online,Contactless,13
12678,12678,2/11/2024,40:50.0,Online,Credit Card,15
12679,12679,2/11/2024,43:41.0,Station,Debit Card,11
12680,12680,2/11/2024,44:16.0,Online,Contactless,12
12681,12681,2/11/2024,47:24.0,Station,Credit Card,3
12682,12682,2/11/2024,50:41.0,Online,Contactless,2
12683,12683,2/11/2024,51:49.0,Online,Credit Card,3
12684,12684,2/11/2024,52:39.0,Station,Credit Card,4
12685,12685,2/11/2024,53:17.0,Online,Credit Card,13
12686,12686,2/11/2024,58:25.0,Online,Contactless,2
12687,12687,2/11/2024,58:57.0,Online,Contactless,13
12688,12688,2/11/2024,20:10.0,Online,Contactless,3
12689,12689,2/11/2024,21:08.0,Station,Credit Card,24
12690,12690,2/11/2024,24:50.0,Station,Contactless,5
12691,12691,2/11/2024,26:49.0,Online,Contactless,107
12692,12692,2/11/2024,50:08.0,Online,Credit Card,3
12693,12693,2/11/2024,06:13.0,Station,Contactless,3
12694,12694,2/11/2024,11:12.0,Online,Contactless,4
12695,12695,2/11/2024,13:10.0,Station,Credit Card,2
12696,12696,2/11/2024,22:43.0,Station,Credit Card,2
12697,12697,2/11/2024,40:19.0,Station,Contactless,3
12698,12698,2/11/2024,42:35.0,Station,Contactless,3
12699,12699,2/11/2024,44:41.0,Station,Credit Card,4
12700,12700,2/11/2024,49:12.0,Online,Credit Card,2
12701,12701,2/11/2024,06:22.0,Station,Credit Card,35
12702,12702,2/11/2024,16:05.0,Online,Contactless,8
12703,12703,2/11/2024,17:21.0,Online,Credit Card,8
12704,12704,2/11/2024,21:10.0,Station,Credit Card,54
12705,12705,2/11/2024,27:07.0,Online,Credit Card,8
12706,12706,2/11/2024,31:02.0,Station,Credit Card,3
12707,12707,2/11/2024,35:35.0,Online,Contactless,8
12708,12708,2/11/2024,39:25.0,Online,Contactless,8
12709,12709,2/11/2024,44:31.0,Online,Credit Card,8
12710,12710,2/11/2024,07:11.0,Online,Credit Card,5
12711,12711,2/11/2024,09:24.0,Online,Credit Card,7
12712,12712,2/11/2024,22:08.0,Online,Credit Card,8
12713,12713,2/11/2024,23:13.0,Station,Contactless,3
12714,12714,2/11/2024,25:37.0,Online,Credit Card,13
12715,12715,2/11/2024,25:40.0,Station,Credit Card,35
12716,12716,2/11/2024,25:44.0,Online,Credit Card,8
12717,12717,2/11/2024,29:44.0,Station,Contactless,13
12718,12718,2/11/2024,29:49.0,Station,Credit Card,3
12719,12719,2/11/2024,31:23.0,Station,Debit Card,8
12720,12720,2/11/2024,31:44.0,Online,Contactless,35
12721,12721,2/11/2024,35:16.0,Station,Credit Card,35
12722,12722,2/11/2024,35:19.0,Station,Debit Card,7
12723,12723,2/11/2024,52:12.0,Online,Credit Card,7
12724,12724,2/11/2024,53:08.0,Online,Credit Card,22
12725,12725,2/11/2024,56:29.0,Station,Contactless,2
12726,12726,2/11/2024,00:53.0,Station,Contactless,13
12727,12727,2/11/2024,01:56.0,Online,Contactless,2
12728,12728,2/11/2024,02:22.0,Station,Contactless,2
12729,12729,2/11/2024,09:16.0,Station,Contactless,2
12730,12730,2/11/2024,12:09.0,Station,Contactless,53
12731,12731,2/11/2024,16:26.0,Online,Credit Card,3
12732,12732,2/11/2024,22:24.0,Station,Credit Card,8
12733,12733,2/11/2024,31:56.0,Station,Credit Card,13
12734,12734,2/11/2024,32:58.0,Station,Credit Card,4
12735,12735,2/11/2024,33:19.0,Online,Credit Card,10
12736,12736,2/11/2024,38:49.0,Online,Credit Card,5
12737,12737,2/11/2024,44:17.0,Station,Credit Card,19
12738,12738,2/11/2024,46:45.0,Online,Contactless,2
12739,12739,2/11/2024,51:24.0,Station,Contactless,13
12740,12740,2/11/2024,53:14.0,Station,Contactless,5
12741,12741,2/11/2024,54:41.0,Station,Contactless,73
12742,12742,2/11/2024,56:52.0,Station,Contactless,5
12743,12743,2/11/2024,01:22.0,Station,Credit Card,23
12744,12744,2/11/2024,02:29.0,Station,Credit Card,7
12745,12745,2/11/2024,04:05.0,Station,Debit Card,64
12746,12746,2/11/2024,04:17.0,Station,Credit Card,4
12747,12747,2/11/2024,10:05.0,Station,Credit Card,8
12748,12748,2/11/2024,12:39.0,Station,Debit Card,27
12749,12749,2/11/2024,15:48.0,Station,Credit Card,12
12750,12750,2/11/2024,19:28.0,Online,Credit Card,2
12751,12751,2/11/2024,20:36.0,Online,Credit Card,13
12752,12752,2/11/2024,33:03.0,Online,Contactless,18
12753,12753,2/11/2024,41:02.0,Station,Credit Card,13
12754,12754,2/11/2024,48:04.0,Online,Credit Card,8
12755,12755,2/11/2024,58:16.0,Station,Contactless,80
12756,12756,2/11/2024,09:24.0,Station,Debit Card,76
12757,12757,2/11/2024,16:04.0,Online,Credit Card,7
12758,12758,2/11/2024,20:14.0,Online,Credit Card,5
12759,12759,2/11/2024,20:24.0,Online,Credit Card,5
12760,12760,2/11/2024,22:37.0,Online,Credit Card,12
12761,12761,2/11/2024,26:59.0,Online,Contactless,4
12762,12762,2/11/2024,27:15.0,Online,Credit Card,4
12763,12763,2/11/2024,28:08.0,Online,Credit Card,10
12764,12764,2/11/2024,29:29.0,Online,Credit Card,32
12765,12765,2/11/2024,31:22.0,Online,Contactless,10
12766,12766,2/11/2024,32:55.0,Station,Credit Card,8
12767,12767,2/11/2024,35:34.0,Station,Credit Card,3
12768,12768,2/11/2024,35:46.0,Station,Credit Card,23
12769,12769,2/11/2024,36:08.0,Station,Credit Card,12
12770,12770,2/11/2024,37:29.0,Station,Credit Card,12
12771,12771,2/11/2024,43:35.0,Station,Debit Card,4
12772,12772,2/11/2024,43:40.0,Station,Credit Card,4
12773,12773,2/11/2024,43:46.0,Station,Credit Card,4
12774,12774,2/11/2024,45:51.0,Online,Credit Card,13
12775,12775,2/11/2024,46:04.0,Online,Contactless,2
12776,12776,2/11/2024,49:27.0,Online,Credit Card,57
12777,12777,2/11/2024,49:54.0,Station,Credit Card,65
12778,12778,2/11/2024,53:01.0,Online,Contactless,2
12779,12779,2/11/2024,55:00.0,Online,Credit Card,3
12780,12780,2/11/2024,58:31.0,Online,Credit Card,35
12781,12781,2/11/2024,59:56.0,Online,Contactless,2
12782,12782,2/11/2024,00:26.0,Station,Debit Card,50
12783,12783,2/11/2024,10:23.0,Station,Debit Card,50
12784,12784,2/11/2024,11:08.0,Online,Credit Card,23
12785,12785,2/11/2024,12:53.0,Online,Credit Card,2
12786,12786,2/11/2024,14:40.0,Station,Debit Card,56
12787,12787,2/11/2024,34:53.0,Online,Credit Card,10
12788,12788,2/11/2024,35:23.0,Online,Credit Card,5
12789,12789,2/11/2024,35:26.0,Station,Contactless,21
12790,12790,2/11/2024,48:09.0,Online,Credit Card,35
12791,12791,2/11/2024,56:45.0,Online,Contactless,3
12792,12792,2/11/2024,56:55.0,Online,Credit Card,57
12793,12793,2/11/2024,56:57.0,Online,Contactless,8
12794,12794,2/11/2024,57:26.0,Online,Credit Card,35
12795,12795,2/11/2024,58:46.0,Station,Contactless,3
12796,12796,2/11/2024,04:03.0,Online,Credit Card,2
12797,12797,2/11/2024,21:37.0,Online,Credit Card,16
12798,12798,2/11/2024,27:30.0,Online,Credit Card,6
12799,12799,2/11/2024,27:54.0,Online,Credit Card,16
12800,12800,2/11/2024,29:27.0,Online,Credit Card,2
12801,12801,2/11/2024,29:50.0,Station,Credit Card,8
12802,12802,2/11/2024,31:08.0,Station,Credit Card,3
12803,12803,2/11/2024,31:18.0,Station,Credit Card,4
12804,12804,2/11/2024,33:27.0,Station,Credit Card,54
12805,12805,2/11/2024,34:49.0,Station,Credit Card,4
12806,12806,2/11/2024,35:26.0,Online,Credit Card,30
12807,12807,2/11/2024,42:42.0,Station,Credit Card,3
12808,12808,2/11/2024,50:01.0,Station,Credit Card,10
12809,12809,2/11/2024,57:55.0,Station,Contactless,13
12810,12810,2/11/2024,01:40.0,Station,Contactless,13
12811,12811,2/11/2024,03:56.0,Online,Credit Card,2
12812,12812,2/11/2024,05:15.0,Station,Credit Card,3
12813,12813,2/11/2024,15:17.0,Online,Credit Card,7
12814,12814,2/11/2024,16:25.0,Online,Credit Card,11
12815,12815,2/11/2024,16:46.0,Online,Contactless,3
12816,12816,2/11/2024,17:45.0,Online,Credit Card,8
12817,12817,2/11/2024,19:19.0,Station,Contactless,13
12818,12818,2/11/2024,20:54.0,Online,Contactless,3
12819,12819,2/11/2024,22:26.0,Online,Credit Card,8
12820,12820,2/11/2024,22:28.0,Online,Contactless,10
12821,12821,2/11/2024,25:46.0,Online,Credit Card,7
12822,12822,2/11/2024,26:40.0,Online,Contactless,3
12823,12823,2/11/2024,27:22.0,Online,Credit Card,8
12824,12824,2/11/2024,28:31.0,Online,Credit Card,7
12825,12825,2/11/2024,28:34.0,Online,Credit Card,8
12826,12826,2/11/2024,29:14.0,Online,Contactless,3
12827,12827,2/11/2024,29:32.0,Online,Credit Card,3
12828,12828,2/11/2024,29:49.0,Station,Contactless,35
12829,12829,2/11/2024,32:29.0,Station,Credit Card,78
12830,12830,2/11/2024,34:00.0,Station,Contactless,35
12831,12831,2/11/2024,31:44.0,Station,Credit Card,13
12832,12832,2/11/2024,32:54.0,Station,Credit Card,27
12833,12833,2/11/2024,33:36.0,Online,Contactless,35
12834,12834,2/11/2024,38:12.0,Station,Credit Card,13
12835,12835,2/11/2024,47:12.0,Online,Contactless,8
12836,12836,2/11/2024,55:11.0,Station,Credit Card,3
12837,12837,2/11/2024,35:15.0,Station,Credit Card,4
12838,12838,2/11/2024,07:09.0,Station,Contactless,35
12839,12839,2/11/2024,08:50.0,Station,Credit Card,13
12840,12840,2/11/2024,11:08.0,Station,Contactless,35
12841,12841,2/11/2024,14:20.0,Station,Credit Card,6
12842,12842,2/11/2024,47:36.0,Station,Credit Card,35
12843,12843,2/11/2024,49:37.0,Station,Contactless,7
12844,12844,2/11/2024,56:06.0,Station,Contactless,7
12845,12845,2/11/2024,56:17.0,Station,Credit Card,48
12846,12846,2/12/2024,00:44.0,Online,Contactless,3
12847,12847,2/12/2024,01:48.0,Station,Credit Card,7
12848,12848,2/12/2024,02:06.0,Station,Credit Card,8
12849,12849,2/12/2024,09:01.0,Station,Credit Card,17
12850,12850,2/12/2024,11:30.0,Station,Credit Card,11
12851,12851,2/12/2024,13:35.0,Online,Credit Card,10
12852,12852,2/12/2024,24:02.0,Online,Contactless,24
12853,12853,2/12/2024,27:31.0,Online,Contactless,11
12854,12854,2/12/2024,28:48.0,Online,Contactless,24
12855,12855,2/12/2024,31:16.0,Station,Credit Card,5
12856,12856,2/12/2024,34:43.0,Online,Credit Card,17
12857,12857,2/12/2024,35:43.0,Online,Credit Card,10
12858,12858,2/12/2024,45:11.0,Online,Credit Card,10
12859,12859,2/12/2024,48:30.0,Online,Credit Card,10
12860,12860,2/12/2024,11:49.0,Online,Credit Card,76
12861,12861,2/12/2024,15:02.0,Station,Credit Card,10
12862,12862,2/12/2024,18:55.0,Online,Credit Card,5
12863,12863,2/12/2024,24:56.0,Online,Contactless,4
12864,12864,2/12/2024,40:14.0,Station,Credit Card,8
12865,12865,2/12/2024,44:44.0,Online,Contactless,3
12866,12866,2/12/2024,07:01.0,Online,Credit Card,3
12867,12867,2/12/2024,17:47.0,Station,Credit Card,3
12868,12868,2/12/2024,05:17.0,Online,Contactless,2
12869,12869,2/12/2024,09:00.0,Online,Credit Card,33
12870,12870,2/12/2024,19:47.0,Station,Contactless,35
12871,12871,2/12/2024,29:23.0,Online,Credit Card,17
12872,12872,2/12/2024,33:38.0,Online,Credit Card,12
12873,12873,2/12/2024,34:34.0,Online,Credit Card,12
12874,12874,2/12/2024,35:28.0,Online,Contactless,53
12875,12875,2/12/2024,35:36.0,Online,Credit Card,12
12876,12876,2/12/2024,37:51.0,Online,Credit Card,3
12877,12877,2/12/2024,49:39.0,Online,Credit Card,7
12878,12878,2/12/2024,54:59.0,Online,Contactless,8
12879,12879,2/12/2024,57:58.0,Online,Credit Card,3
12880,12880,2/12/2024,03:02.0,Online,Credit Card,3
12881,12881,2/12/2024,04:47.0,Online,Contactless,3
12882,12882,2/12/2024,24:36.0,Online,Contactless,53
12883,12883,2/12/2024,28:09.0,Online,Credit Card,19
12884,12884,2/12/2024,29:26.0,Online,Credit Card,12
12885,12885,2/12/2024,42:58.0,Station,Contactless,23
12886,12886,2/12/2024,54:34.0,Station,Credit Card,27
12887,12887,2/12/2024,02:10.0,Station,Credit Card,84
12888,12888,2/12/2024,06:59.0,Station,Credit Card,3
12889,12889,2/12/2024,09:04.0,Station,Credit Card,84
12890,12890,2/12/2024,11:05.0,Online,Credit Card,104
12891,12891,2/12/2024,13:41.0,Online,Credit Card,2
12892,12892,2/12/2024,15:42.0,Online,Contactless,7
12893,12893,2/12/2024,27:12.0,Station,Credit Card,19
12894,12894,2/12/2024,27:19.0,Station,Credit Card,25
12895,12895,2/12/2024,31:31.0,Online,Contactless,13
12896,12896,2/12/2024,42:43.0,Online,Contactless,13
12897,12897,2/12/2024,49:13.0,Station,Contactless,10
12898,12898,2/12/2024,57:11.0,Station,Contactless,10
12899,12899,2/12/2024,00:12.0,Online,Credit Card,22
12900,12900,2/12/2024,00:33.0,Online,Credit Card,22
12901,12901,2/12/2024,00:37.0,Station,Contactless,8
12902,12902,2/12/2024,01:45.0,Online,Credit Card,3
12903,12903,2/12/2024,02:50.0,Online,Credit Card,86
