Journey_ID,Ticket_ID,Date_of_Journey,Departure_Station,Departure_Station,Departure_Time,Arrival_Time,Actual_Arrival_Time,Journey_Status,Reason_for_Delay
19008,19010,3/14/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,49:00.0,Delayed,Weather
19009,19011,3/14/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,Delayed,Signal Failure
19010,19012,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
19011,19013,3/13/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19012,19014,3/14/2024,Liverpool Lime Street,London St Pancras,30:00.0,00:00.0,00:00.0,On-time,NULL
19013,19015,3/13/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19014,19016,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
19015,19017,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
19016,19018,3/13/2024,Reading,London Paddington,45:00.0,10:00.0,10:00.0,On-time,NULL
19017,19019,3/13/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19018,19020,3/14/2024,Manchester Piccadilly,Leeds,00:00.0,45:00.0,24:00.0,Delayed,Signal Failure
19019,19021,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,10:00.0,Delayed,Signal Failure
19020,19022,3/14/2024,Manchester Piccadilly,Leeds,00:00.0,45:00.0,24:00.0,Delayed,Signal Failure
19021,19023,3/13/2024,Birmingham New Street,Manchester Piccadilly,15:00.0,35:00.0,43:00.0,Delayed,Technical Issue
19022,19024,3/14/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19023,19025,3/13/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19024,19026,3/13/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
19025,19027,3/14/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19026,19028,3/13/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19027,19029,3/14/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19028,19030,3/13/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19029,19031,3/14/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19030,19032,3/14/2024,Birmingham New Street,Manchester Piccadilly,15:00.0,35:00.0,12:00.0,Delayed,Technical Issue
19031,19033,3/13/2024,Birmingham New Street,London St Pancras,15:00.0,35:00.0,35:00.0,On-time,NULL
19032,19034,3/13/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19033,19035,3/13/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19034,19036,3/13/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19035,19037,3/14/2024,Birmingham New Street,Manchester Piccadilly,15:00.0,35:00.0,12:00.0,Delayed,Technical Issue
19036,19038,3/14/2024,Birmingham New Street,Manchester Piccadilly,15:00.0,35:00.0,12:00.0,Delayed,Technical Issue
19037,19039,3/13/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
19038,19040,3/14/2024,Birmingham New Street,Manchester Piccadilly,15:00.0,35:00.0,12:00.0,Delayed,Technical Issue
19039,19041,3/14/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
19040,19042,3/13/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19041,19043,3/13/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
19042,19044,3/13/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19043,19045,3/14/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19044,19046,3/13/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
19045,19047,3/14/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19046,19048,3/13/2024,Birmingham New Street,Reading,00:00.0,30:00.0,30:00.0,On-time,NULL
19047,19049,3/14/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19048,19050,3/14/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19049,19051,3/13/2024,London Paddington,Reading,30:00.0,30:00.0,NULL,Cancelled,Technical Issue
19050,19052,3/13/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19051,19053,3/13/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19052,19054,3/14/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
19053,19055,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
19054,19056,3/13/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
19055,19057,3/13/2024,York,Peterborough,00:00.0,10:00.0,10:00.0,On-time,NULL
19056,19058,3/13/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19057,19059,3/13/2024,Birmingham New Street,Manchester Piccadilly,15:00.0,35:00.0,35:00.0,On-time,NULL
19058,19060,3/14/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19059,19061,3/13/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
19060,19062,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19061,19063,3/13/2024,Edinburgh Waverley,London Kings Cross,30:00.0,50:00.0,59:00.0,Delayed,Staffing
19062,19064,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
19063,19065,3/13/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19064,19066,3/13/2024,Reading,Swindon,45:00.0,30:00.0,30:00.0,On-time,NULL
19065,19067,3/13/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19066,19068,3/13/2024,Birmingham New Street,Stafford,45:00.0,15:00.0,15:00.0,On-time,NULL
19067,19069,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
19068,19070,3/13/2024,Reading,Swindon,45:00.0,30:00.0,30:00.0,On-time,NULL
19069,19071,3/13/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19070,19072,3/14/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19071,19073,3/13/2024,Liverpool Lime Street,London Euston,45:00.0,00:00.0,00:00.0,On-time,NULL
19072,19074,3/14/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
19073,19075,3/13/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19074,19076,3/14/2024,Oxford,Bristol Temple Meads,15:00.0,30:00.0,50:00.0,Delayed,Signal Failure
19075,19077,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19076,19078,3/13/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19077,19079,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19078,19080,3/14/2024,Liverpool Lime Street,London Euston,30:00.0,45:00.0,49:00.0,Delayed,Staffing
19079,19081,3/13/2024,Manchester Piccadilly,Warrington,45:00.0,05:00.0,05:00.0,On-time,NULL
19080,19082,3/14/2024,Edinburgh Waverley,London Kings Cross,30:00.0,50:00.0,16:00.0,Delayed,Staffing
19081,19083,3/13/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19082,19084,3/14/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,NULL,Cancelled,Weather
19083,19085,3/13/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19084,19086,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
19085,19087,3/14/2024,Edinburgh Waverley,London Kings Cross,30:00.0,50:00.0,16:00.0,Delayed,Staffing
19086,19088,3/13/2024,Liverpool Lime Street,London Euston,30:00.0,45:00.0,45:00.0,On-time,NULL
19087,19089,3/13/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19088,19090,3/14/2024,Manchester Piccadilly,London Euston,45:00.0,35:00.0,35:00.0,On-time,NULL
19089,19091,3/14/2024,London Paddington,Reading,00:00.0,00:00.0,42:00.0,Delayed,Technical Issue
19090,19092,3/14/2024,London Paddington,Reading,00:00.0,00:00.0,42:00.0,Delayed,Technical Issue
19091,19093,3/14/2024,London Paddington,Reading,00:00.0,00:00.0,42:00.0,Delayed,Technical Issue
19092,19094,3/14/2024,London Paddington,Reading,00:00.0,00:00.0,42:00.0,Delayed,Technical Issue
19093,19095,3/13/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19094,19096,3/13/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
19095,19097,3/14/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19096,19098,3/13/2024,Reading,Birmingham New Street,30:00.0,30:00.0,30:00.0,On-time,NULL
19097,19099,3/13/2024,Liverpool Lime Street,Crewe,45:00.0,20:00.0,20:00.0,On-time,NULL
19098,19100,3/13/2024,Birmingham New Street,Tamworth,45:00.0,05:00.0,05:00.0,On-time,NULL
19099,19101,3/13/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19100,19102,3/13/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19101,19103,3/13/2024,Birmingham New Street,Nuneaton,45:00.0,05:00.0,05:00.0,On-time,NULL
19102,19104,3/13/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19103,19105,3/13/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19104,19106,3/13/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19105,19107,3/13/2024,Birmingham New Street,Tamworth,45:00.0,05:00.0,05:00.0,On-time,NULL
19106,19108,3/13/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19107,19109,3/13/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19108,19110,3/14/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,40:00.0,Delayed,Signal failure
19109,19111,3/14/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,40:00.0,Delayed,Signal failure
19110,19112,3/14/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,40:00.0,Delayed,Signal failure
19111,19113,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
19112,19114,3/13/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,NULL,Cancelled,Signal Failure
19113,19115,3/14/2024,London St Pancras,Leicester,15:00.0,15:00.0,15:00.0,On-time,NULL
19114,19116,3/14/2024,Birmingham New Street,Manchester Piccadilly,15:00.0,35:00.0,35:00.0,On-time,NULL
19115,19117,3/13/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,NULL,Cancelled,Signal Failure
19116,19118,3/13/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,NULL,Cancelled,Signal Failure
19117,19119,3/14/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19118,19120,3/14/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19119,19121,3/14/2024,Manchester Piccadilly,London Euston,30:00.0,20:00.0,47:00.0,Delayed,Technical Issue
19120,19122,3/13/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19121,19123,3/14/2024,Liverpool Lime Street,London Euston,45:00.0,00:00.0,00:00.0,On-time,NULL
19122,19124,3/14/2024,Liverpool Lime Street,London Euston,45:00.0,00:00.0,00:00.0,On-time,NULL
19123,19125,3/14/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
19124,19126,3/13/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
19125,19127,3/14/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
19126,19128,3/14/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19127,19129,3/13/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19128,19130,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19129,19131,3/13/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19130,19132,3/14/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19131,19133,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19132,19134,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19133,19135,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19134,19136,3/14/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
19135,19137,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19136,19138,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19137,19139,3/14/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19138,19140,3/13/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,NULL,Cancelled,Signal Failure
19139,19141,3/14/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19140,19142,3/13/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
19141,19143,3/14/2024,Birmingham New Street,York,30:00.0,15:00.0,15:00.0,On-time,NULL
19142,19144,3/13/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
19143,19145,3/14/2024,Birmingham New Street,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
19144,19146,3/13/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
19145,19147,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19146,19148,3/14/2024,Liverpool Lime Street,Crewe,45:00.0,20:00.0,20:00.0,On-time,NULL
19147,19149,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19148,19150,3/14/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19149,19151,3/14/2024,Liverpool Lime Street,Crewe,45:00.0,20:00.0,20:00.0,On-time,NULL
19150,19152,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19151,19153,3/14/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19152,19154,3/14/2024,Reading,Swindon,45:00.0,30:00.0,30:00.0,On-time,NULL
19153,19155,3/14/2024,Birmingham New Street,Coventry,45:00.0,05:00.0,05:00.0,On-time,NULL
19154,19156,3/14/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19155,19157,3/14/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19156,19158,3/14/2024,Birmingham New Street,Tamworth,45:00.0,05:00.0,05:00.0,On-time,NULL
19157,19159,3/14/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19158,19160,3/14/2024,Birmingham New Street,Tamworth,45:00.0,05:00.0,05:00.0,On-time,NULL
19159,19161,3/14/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19160,19162,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19161,19163,3/14/2024,Birmingham New Street,Edinburgh,15:00.0,45:00.0,45:00.0,On-time,NULL
19162,19164,3/14/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
19163,19165,3/14/2024,Reading,Oxford,30:00.0,55:00.0,55:00.0,On-time,NULL
19164,19166,3/14/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19165,19167,3/14/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19166,19168,3/14/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19167,19169,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19168,19170,3/14/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
19169,19171,3/14/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19170,19172,3/14/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
19171,19173,3/14/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19172,19174,3/14/2024,Liverpool Lime Street,Leeds,30:00.0,00:00.0,00:00.0,On-time,NULL
19173,19175,3/14/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19174,19176,3/14/2024,London Kings Cross,Liverpool Lime Street,45:00.0,00:00.0,00:00.0,On-time,NULL
19175,19177,3/14/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19176,19178,3/15/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
19177,19179,3/14/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
19178,19180,3/15/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
19179,19181,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19180,19182,3/14/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19181,19183,3/15/2024,Reading,London Paddington,45:00.0,10:00.0,10:00.0,On-time,NULL
19182,19184,3/14/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19183,19185,3/14/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
19184,19186,3/14/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19185,19187,3/15/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
19186,19188,3/15/2024,Reading,London Paddington,45:00.0,10:00.0,10:00.0,On-time,NULL
19187,19189,3/15/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19188,19190,3/14/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
19189,19191,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
19190,19192,3/15/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19191,19193,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19192,19194,3/15/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
19193,19195,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,01:00.0,Delayed,Weather Conditions
19194,19196,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
19195,19197,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19196,19198,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19197,19199,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19198,19200,3/14/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19199,19201,3/15/2024,York,Durham,45:00.0,35:00.0,NULL,Cancelled,Weather
19200,19202,3/15/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
19201,19203,3/14/2024,Manchester Piccadilly,Sheffield,00:00.0,45:00.0,45:00.0,On-time,NULL
19202,19204,3/14/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
19203,19205,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,NULL,Cancelled,Weather
19204,19206,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19205,19207,3/14/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
19206,19208,3/14/2024,Manchester Piccadilly,London Euston,30:00.0,20:00.0,45:00.0,Delayed,Traffic
19207,19209,3/14/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19208,19210,3/15/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19209,19211,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19210,19212,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19211,19213,3/15/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19212,19214,3/14/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19213,19215,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19214,19216,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19215,19217,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19216,19218,3/14/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19217,19219,3/14/2024,London Euston,Manchester Piccadilly,30:00.0,20:00.0,20:00.0,On-time,NULL
19218,19220,3/14/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
19219,19221,3/14/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
19220,19222,3/14/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
19221,19223,3/14/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
19222,19224,3/14/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19223,19225,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
19224,19226,3/14/2024,Birmingham New Street,London St Pancras,00:00.0,20:00.0,20:00.0,On-time,NULL
19225,19227,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
19226,19228,3/15/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
19227,19229,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19228,19230,3/15/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19229,19231,3/15/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19230,19232,3/15/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19231,19233,3/14/2024,York,Peterborough,30:00.0,40:00.0,40:00.0,On-time,NULL
19232,19234,3/15/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19233,19235,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19234,19236,3/14/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
19235,19237,3/14/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19236,19238,3/14/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,49:00.0,Delayed,Weather
19237,19239,3/14/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
19238,19240,3/14/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,49:00.0,Delayed,Weather
19239,19241,3/14/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,49:00.0,Delayed,Weather
19240,19242,3/14/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
19241,19243,3/14/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,Delayed,Signal Failure
19242,19244,3/14/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,Delayed,Signal Failure
19243,19245,3/14/2024,Manchester Piccadilly,Leeds,15:00.0,00:00.0,00:00.0,On-time,NULL
19244,19246,3/14/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19245,19247,3/14/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
19246,19248,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19247,19249,3/14/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19248,19250,3/14/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19249,19251,3/14/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19250,19252,3/14/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
19251,19253,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
19252,19254,3/14/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19253,19255,3/14/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
19254,19256,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19255,19257,3/14/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19256,19258,3/14/2024,London Kings Cross,Edinburgh Waverley,00:00.0,20:00.0,20:00.0,On-time,NULL
19257,19259,3/15/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
19258,19260,3/15/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19259,19261,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19260,19262,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
